link,title,authors,journal,ym,year
/doi/10.1287/opre.1070.0388,Analyzing Cost-Efficient Production Behavior Under Economies of Scope: A Nonparametric Methodology,Laurens Cherchye; ,Operations Research, (January-February 2008),2008
/doi/10.1287/moor.2014.0684,From Cost Sharing Mechanisms to Online Selection Problems,Adam N. Elmachtoub; ,Mathematics of Operations Research, (August 2015),2015
/doi/10.1287/mnsc.2017.2799,"Trade Credit, Risk Sharing, and Inventory Financing Portfolios",S. Alex Yang ; ,Management Science, (August 2018),2018
/doi/10.1287/mnsc.2019.3437,The Value of Sharing Intermittent Spectrum,Randall Berry; ,Management Science, (November 2020),2020
/doi/10.1287/mnsc.2020.3712,Revenue Management and the Rise of the Algorithmic Economy, Ilan Lobel  ; ,Management Science, (September 2021),2021
/doi/10.1287/mksc.2014.0862,Assessing the Influence of Economic and Customer Experience Factors on Service Purchase Behaviors,V. Kumar; ,Marketing Science, (September-October 2014),2014
/doi/10.1287/mnsc.2018.3049,A New Predictor of U.S. Real Economic Activity: The S&P 500 Option Implied Risk Aversion,Renato Faccini ; ,Management Science, (October 2019),2019
/doi/10.1287/mnsc.1090.1010,"Effort, Revenue, and Cost Sharing Mechanisms for Collaborative New Product Development",Sreekumar R. Bhaskaran; ,Management Science, (July 2009),2009
/doi/10.1287/mnsc.1030.0157,"Supply Contracts, Profit Sharing, Switching, and Reaction Options",Bardia Kamrad; ,Management Science, (January 2004),2004
/doi/10.1287/orsc.1060.0202,When and How Does Business Group Affiliation Promote Firm Innovation? A Tale of Two Emerging Economies,Sea-Jin Chang; ,Organization Science, (September-October 2006),2006
/doi/10.1287/mnsc.2018.3101,Sharing Guilt: How Better Access to Information May Backfire,Roman Inderst ; ,Management Science, (July 2019),2019
/doi/10.1287/mnsc.1090.1008,Quality Improvement Incentives and Product Recall Cost Sharing Contracts,Gary H. Chao; ,Management Science, (July 2009),2009
/doi/10.1287/mnsc.2017.2725,We’re Number 1: Price Wars for Market Share Leadership,Luís Cabral; ,Management Science, (May 2018),2018
/doi/10.1287/mnsc.2017.2725,We’re Number 1: Price Wars for Market Share Leadership,Luís Cabral; ,Management Science, (May 2018),2018
/doi/10.1287/mnsc.46.12.1513.12076,Determinants of User Innovation and Innovation Sharing in a Local Market,Pamela D. Morrison; ,Management Science, (December 2000),2000
/doi/10.1287/mnsc.2017.2986,Information Sharing and Spillovers: Evidence from Financial Analysts,Byoung-Hyoun Hwang ; ,Management Science, (August 2019),2019
/doi/10.1287/msom.2020.0946,Technology Licensing and Productivity Growth: Evidence from Manufacturing Firms in Developing Economies,Arzi Adbi ; ,Manufacturing & Service Operations Management, (-Not available-),-1
/doi/10.1287/mnsc.2018.3190,"Ethics, Bounded Rationality, and IP Sharing in IT Outsourcing",Krishnan S. Anand ; ,Management Science, (November 2019),2019
/doi/10.1287/mnsc.49.11.1580.20580,Consumer Surplus in the Digital Economy: Estimating the Value of Increased Product Variety at Online Booksellers,Erik Brynjolfsson; ,Management Science, (November 2003),2003
/doi/10.1287/opre.2018.1792,Dynamic Volunteer Staffing in Multicrop Gleaning Operations,Barιş Ata; ,Operations Research, (March-April 2019),2019
/doi/10.1287/msom.2016.0598,"Open or Closed? Technology Sharing, Supplier Investment, and Competition",Bin Hu; ,Manufacturing & Service Operations Management, (Winter 2017),2017
/doi/10.1287/deca.1120.0247,Sharing Rewards Among Strangers Based on Peer Evaluations,Arthur Carvalho; ,Decision Analysis, (September 2012),2012
/doi/10.1287/isre.2021.1058,Racial Bias in Customer Service: Evidence from Twitter,Priyanga Gunarathne ; ,Information Systems Research, (-Not available-),-1
/doi/10.1287/msom.2020.0886,Better to Bend than to Break: Sharing Supply Risk Using the Supply-Flexibility Contract, Mehdi H. Farahani  ; ,Manufacturing & Service Operations Management, (September–October 2021),2021
/doi/10.1287/mnsc.2017.2956,Controlling vs. Enabling,Andrei Hagiu ; ,Management Science, (February 2019),2019
/doi/10.1287/mnsc.2017.2749,What Motivates Buy-Side Analysts to Share Recommendations Online?,Steven Crawford; ,Management Science, (June 2018),2018
/doi/10.1287/mnsc.48.10.1314.271,Competition and Outsourcing with Scale Economies,Gérard P. Cachon; ,Management Science, (October 2002),2002
/doi/10.1287/mnsc.1110.1472,Organizational Structure and the Limits of Knowledge Sharing: Incentive Conflict and Agency in Car Leasing,Lamar Pierce; ,Management Science, (June 2012),2012
/doi/10.1287/mnsc.2019.3303,Can Reputation Discipline the Gig Economy? Experimental Evidence from an Online Labor Market,Alan Benson ; ,Management Science, (May 2020),2020
/doi/10.1287/isre.1120.0430,Fighting Fire with Fire: Commercial Piracy and the Role of File Sharing on Copyright Protection Policy for Digital Goods,Tunay I. Tunca; ,Information Systems Research, (June 2013),2013
/doi/10.1287/mksc.1080.0369,Market Share Constraints and the Loss Function in Choice-Based Conjoint Analysis,Timothy J. Gilbride; ,Marketing Science, (November-December 2008),2008
/doi/10.1287/serv.2021.0281,Service Ecosystem Health: A Transformative Approach to Elevating Service Science,Raymond P. Fisk ; ,Service Science, (-Not available-),-1
/doi/10.1287/mnsc.2014.1905,"Trust, Trustworthiness, and Information Sharing in Supply Chains Bridging China and the United States",Özalp Özer; ,Management Science, (October 2014),2014
/doi/10.1287/orsc.2020.1417,Economies of Scope and Optimal Due Diligence in Corporate Acquisitions, Jeffrey J.   Reuer  ; ,Organization Science, (July-August 2021),2021
/doi/10.1287/mnsc.47.4.579.9826,Sharing and Lateral Transshipment of Inventory in a Supply Chain with Expensive Low-Demand Items,Jovan Grahovac; ,Management Science, (April 2001),2001
/doi/10.1287/msom.2019.0798,"Capacity and Inventory Management: Review, Trends, and Projections",Jing-Sheng Song ; ,Manufacturing & Service Operations Management, (January-February 2020),2020
/doi/10.1287/mnsc.1070.0700,"Risk Mitigation in Newsvendor Networks: Resource Diversification, Flexibility, Sharing, and Hedging",Jan A. Van Mieghem; ,Management Science, (August 2007),2007
/doi/10.1287/mksc.1110.0641,The Impact of Economic Contractions on the Effectiveness of R&D and Advertising: Evidence from U.S. Companies Spanning Three Decades,Jan-Benedict E. M. Steenkamp; ,Marketing Science, (July-August 2011),2011
/doi/10.1287/isre.2013.0504,Joint Product Improvement by Client and Customer Support Center: The Role of Gain-Share Contracts in Coordination,Shantanu Bhattacharya; ,Information Systems Research, (March 2014),2014
/doi/10.1287/mnsc.2021.4103,Does Transportation Mean Transplantation? Impact of New Airline Routes on Sharing of Cadaveric Kidneys,Guihua Wang ; ,Management Science, (-Not available-),-1
/doi/10.1287/mnsc.2017.2844,Hormonal Contraceptives Do Not Impact Economic Preferences: Evidence from a Randomized Trial,Eva Ranehill ; ,Management Science, (October 2018),2018
/doi/10.1287/opre.2021.2112,Spatial Capacity Planning,Omar Besbes ; ,Operations Research, (-Not available-),-1
/doi/10.1287/msom.2019.0835,Does Crowdfunding Benefit Entrepreneurs and Venture Capital Investors?,Volodymyr Babich ; ,Manufacturing & Service Operations Management, (March–April 2021),2021
/doi/10.1287/inte.2021.1091,Driver Positioning and Incentive Budgeting with an Escrow Mechanism for Ride-Sharing Platforms,Hao Yi Ong ; ,INFORMS Journal on Applied Analytics, (September-October 2021),2021
/doi/10.1287/mnsc.1050.0455,A Contract and Balancing Mechanism for Sharing Capacity in a Communication Network,Edward Anderson; ,Management Science, (January 2006),2006
/doi/10.1287/msom.2020.0955,Introducing Autonomous Vehicles: Adoption Patterns and Impacts on Social Welfare,Opher Baron ; ,Manufacturing & Service Operations Management, (-Not available-),-1
/doi/10.1287/mnsc.2019.3407,Bike-Share Systems: Accessibility and Availability,Ashish Kabra ; ,Management Science, (September 2020),2020
/doi/10.1287/isre.9.4.323,Leveraging the Global Information Revolution for Economic Development: Singapore's Evolving Information Industry Strategy,Poh-Kam Wong; ,Information Systems Research, (December 1998),1998
/doi/10.1287/msom.2017.0663,Retail Clusters in Developing Economies,Xuying Zhao; ,Manufacturing & Service Operations Management, (Spring 2019),2019
/doi/10.1287/mnsc.2019.3350,The Role of Taxes in the Disconnect Between Corporate Performance and Economic Growth,Urooj Khan ; ,Management Science, (November 2020),2020
/doi/10.1287/msom.2017.0618,The Role of Surge Pricing on a Service Platform with Self-Scheduling Capacity,Gérard P. Cachon; ,Manufacturing & Service Operations Management, (Summer 2017),2017
/doi/10.1287/stsy.2018.0018,Mean Field Equilibria for Resource Competition in Spatial Settings,Pu Yang ; ,Stochastic Systems, (December 2018),2018
/doi/10.1287/orsc.1030.0045,The Institutional Effects on Strategic Alliance Partner Selection in Transition Economies: China vs. Russia,Michael A. Hitt; ,Organization Science, (March-April 2004),2004
/doi/10.1287/mksc.2017.1028,Add-on Policies Under Vertical Differentiation: Why Do Luxury Hotels Charge for Internet While Economy Hotels Do Not?,Song Lin; ,Marketing Science, (July-August 2017),2017
/doi/10.1287/mnsc.47.5.629.10486,Contracting to Assure Supply: How to Share Demand Forecasts in a Supply Chain,Gérard P. Cachon; ,Management Science, (May 2001),2001
/doi/10.1287/mnsc.2014.1951,Integration of Online and Offline Channels in Retail: The Impact of Sharing Reliable Inventory Availability Information,Santiago Gallino; ,Management Science, (June 2014),2014
/doi/10.1287/orsc.1070.0342,Institutional Logics or Agency Costs: The Influence of Corporate Governance Models on Business Group Restructuring in Emerging Economies,Chi-Nien Chung; ,Organization Science, (September-October 2008),2008
/doi/10.1287/mnsc.2019.3545,"Trust, Collaboration, and Economic Growth",Jiro Kondo ; ,Management Science, (March 2021),2021
/doi/10.1287/orsc.1060.0186,The Impact of Corruption on Entry Strategy: Evidence from Telecommunication Projects in Emerging Economies,Klaus Uhlenbruck; ,Organization Science, (May-June 2006),2006
/doi/10.1287/msom.2020.0901,Vehicle Maintenance Contracting in Developing Economies: The Role of Social Enterprise,Li Chen ; ,Manufacturing & Service Operations Management, (November–December 2021),2021
/doi/10.1287/orsc.2017.1127,Capital Market Development and Firm Restructuring During an Economic Shock,Kulwant Singh ; ,Organization Science, (May-June 2017),2017
/doi/10.1287/msom.1100.0303,Asymmetric Information and Economies of Scale in Service Contracting,Mustafa Akan; ,Manufacturing & Service Operations Management, (Winter 2011),2011
/doi/10.1287/trsc.1080.0233,Benders Decomposition for Hub Location Problems with Economies of Scale,Ricardo Saraiva de Camargo; ,Transportation Science, (February 2009),2009
/doi/10.1287/serv.2021.0279,Impacts of Health and Safety Concerns on E-Commerce and Service Reconfiguration During the COVID-19 Pandemic: Insights from an Emerging Economy,Jason Nguyen ; ,Service Science, (-Not available-),-1
/doi/10.1287/deca.2016.0331,Goals as Reference Points: Empirical Evidence from a Virtual Reward System,Tobias von Rechenberg; ,Decision Analysis, (June 2016),2016
/doi/10.1287/mnsc.45.9.1239,"Innovations in Financial Services, Relationships, and Risk Sharing",Franklin Allen; ,Management Science, (September 1999),1999
/doi/10.1287/mnsc.2021.4048,Monetary Incentives and Knowledge Spillover: Evidence from a Natural Experiment, Jing Wang  ; ,Management Science, (-Not available-),-1
/doi/10.1287/msom.2017.0627,Designing Contracts and Sourcing Channels to Create Shared Value,Joann F. de Zegher; ,Manufacturing & Service Operations Management, (Spring 2019),2019
/doi/10.1287/trsc.2017.0803,Crowdsourced Delivery—A Dynamic Pickup and Delivery Problem with Ad Hoc Drivers,Alp M. Arslan ; ,Transportation Science, (January-February 2019),2019
/doi/10.1287/opre.2021.2139,<i>Operations Research</i>, Angelito Calma  ; ,Operations Research, (September-October 2021),2021
/doi/10.1287/msom.2017.0687,Third-Party Ownership Business Models and the Operational Performance of Solar Energy Systems,Jose A. Guajardo ; ,Manufacturing & Service Operations Management, (Fall 2018),2018
/doi/10.1287/orsc.2021.1500,"Generalized Trust, External Sourcing, and Firm Performance in Economic Downturns", Bart S. Vanneste  ; ,Organization Science, (-Not available-),-1
/doi/10.1287/orsc.2016.1075,Content as Community Regulator: The Recursive Relationship Between Consumption and Contribution in Open Collaboration Communities,Gerald C. Kane; ,Organization Science, (September-October 2016),2016
/doi/10.1287/isre.2013.0510,Prediction in Economic Networks,Vasant Dhar; ,Information Systems Research, (June 2014),2014
/doi/10.1287/opre.2017.1588,"Quantile Evaluation, Sensitivity to Bracketing, and Sharing Business Payoffs",Yael Grushka-Cockayne; ,Operations Research, (May-June 2017),2017
/doi/10.1287/stsc.2020.0104,Grassroots Resistance to Digital Platforms and Relational Business Model Design to Overcome It: A Conceptual Framework,Joan Enric Ricart ; ,Strategy Science, (September 2020),2020
/doi/10.1287/trsc.1030.0061,Economies of Scale in Empty Freight Car Distribution in Scheduled Railways,Martin Joborn; ,Transportation Science, (May 2004),2004
/doi/10.1287/orsc.1050.0131,Regional Industrial Identity: Cluster Configurations and Economic Development,Elaine Romanelli; ,Organization Science, (July-August 2005),2005
/doi/10.1287/opre.2017.1616,Carrier Portfolio Management for Shipping Seasonal Products,Tao Lu; ,Operations Research, (September-October 2017),2017
/doi/10.1287/msom.2021.0988,Slugging: Casual Carpooling for Urban Transit, Shiliang Cui  ; ,Manufacturing & Service Operations Management, (-Not available-),-1
/doi/10.1287/orsc.13.3.303.2773,Islands of Shared Knowledge: Specialization and Mutual Understanding in Problem-Solving Teams,Steven Postrel; ,Organization Science, (May-June 2002),2002
/doi/10.1287/mnsc.2021.4086,Moral Universalism: Measurement and Economic Relevance, Benjamin Enke ; ,Management Science, (-Not available-),-1
/doi/10.1287/msom.2017.0645,Service Differentiation and Operating Segments: A Framework and an Application to After-Sales Services,Jose A. Guajardo ; ,Manufacturing & Service Operations Management, (Summer 2018),2018
/doi/10.1287/mnsc.48.8.955.170,Sharing the Wealth: When Should Firms Treat Customers as Partners?,Eric T. Anderson; ,Management Science, (August 2002),2002
/doi/10.1287/serv.2021.0280,Caring for an Aging Population in a Post-Pandemic World: Emerging Trends in the U.S. Older Adult Care Industry,Lu Kong ; ,Service Science, (-Not available-),-1
/doi/10.1287/orsc.2018.1247,The Cost of Status: When Social and Economic Interests Collide,Curt B. Moore ; ,Organization Science, (September-October 2019),2019
/doi/10.1287/mnsc.2021.4134,Online Assortment Optimization with Reusable Resources,Xiao-Yue Gong; ,Management Science, (-Not available-),-1
/doi/10.1287/opre.2017.1702,Service Pricing with Loss-Averse Customers,Liu Yang; ,Operations Research, (May-June 2018),2018
/doi/10.1287/msom.5.1.70.12759,An Empirical Analysis of Forecast Sharing in the Semiconductor Equipment Supply Chain,Justin Z. Ren; ,Manufacturing & Service Operations Management, (Winter 2003),2003
